,Usage,Idiom,SenenceNo,Location,Sentence,SentenceBefore,SentenceAfter
544,Q,get_nod,1244,C/CU/CU0,"[('crowe', 'VVB'), ('initially', 'AV0'), ('claim', 'VVD-VVN'), ('the', 'AT0'), ('catch', 'NN1'), (',', 'PUN'), ('low', 'AJ0-AV0'), ('to', 'PRP'), ('he', 'DPS'), ('left', 'AJ0-NN1'), (',', 'PUN'), ('and', 'CJC'), ('umpire', 'NN1'), ('dunne', 'NP0'), (',', 'PUN'), ('who', 'PNQ'), ('have', 'VHD'), ('he', 'DPS'), ('difficulty', 'NN2'), ('during', 'PRP'), ('the', 'AT0'), ('series', 'NN0'), (',', 'PUN'), ('raise', 'VVD'), ('the', 'AT0'), ('finger', 'NN1'), ('after', 'PRP'), ('get', 'VVG'), ('the', 'AT0'), ('nod', 'NN1'), ('from', 'PRP'), ('he', 'DPS'), ('partner', 'NN1'), (',', 'PUN'), ('aldridge', 'NP0'), ('.', 'PUN')]","[('they', 'DPS'), ('only', 'AJ0'), ('early', 'AJ0'), ('alarm', 'NN1'), ('come', 'VVD'), ('when', 'CJS'), ('lamb', 'NP0'), ('be', 'VBD'), ('‘', 'PUQ'), ('catch', 'VVN'), ('’', 'PUQ'), ('by', 'PRP'), ('crowe', 'NP0'), ('at', 'PRP'), ('slip', 'NN1'), ('off', 'PRP'), ('cairns', 'NP0'), (',', 'PUN'), ('while', 'CJS'), ('the', 'AT0'), ('lead', 'NN1'), ('be', 'VBD'), ('only', 'AV0'), ('53', 'CRD'), ('.', 'PUN')]","[('but', 'CJC'), ('ian', 'NP0'), ('smith', 'NP0'), ('behind', 'PRP'), ('the', 'AT0'), ('stump', 'NN2'), ('be', 'VBD'), ('not', 'XX0'), ('convinced', 'AJ0'), (',', 'PUN'), ('lamb', 'NP0'), ('stay', 'VVD'), ('put', 'VVN'), (',', 'PUN'), ('and', 'CJC'), ('save', 'VVD'), ('the', 'AT0'), ('game', 'NN1'), ('.', 'PUN')]"
545,I,get_nod,378,C/CU/CU1,"[('it', 'PNP'), ('therefore', 'AV0'), ('afford', 'VVD'), ('a', 'AT0'), ('fair', 'AJ0'), ('degree', 'NN1'), ('of', 'PRF'), ('personal', 'AJ0'), ('relief', 'NN1'), (',', 'PUN'), ('not', 'XX0'), ('to', 'TO0'), ('say', 'VVI'), ('pleasure', 'NN1'), (',', 'PUN'), ('to', 'TO0'), ('see', 'VVI'), ('shahid', 'NP0-NN1'), ('follow', 'VVI'), ('a', 'AT0'), ('career-b', 'AJS'), ('132', 'CRD'), ('against', 'PRP'), ('kent', 'NP0'), ('with', 'PRP'), ('an', 'AT0'), ('equally', 'AV0'), ('estimable', 'AJ0'), ('against', 'PRP'), ('glamorgan', 'NP0'), (',', 'PUN'), ('even', 'AV0'), ('if', 'CJS'), ('nick', 'NP0'), ('knight', 'NP0'), (',', 'PUN'), ('with', 'PRP'), ('whom', 'PNQ'), ('he', 'PNP'), ('have', 'VHZ'), ('be', 'VBN'), ('compete', 'VVG-AJ0'), ('since', 'CJS-PRP'), ('schoolday', 'NN2'), (',', 'PUN'), ('have', 'VHZ'), ('continue', 'VVN'), ('to', 'TO0'), ('get', 'VVI'), ('the', 'AT0'), ('nod', 'NN1'), ('when', 'CJS-AVQ'), ('the', 'AT0'), ('side', 'NN1'), ('be', 'VBZ'), ('at', 'PRP'), ('full', 'AJ0'), ('strength', 'NN1'), ('.', 'PUN')]","[('nadeem', 'VVB'), ('shahid', 'NP0-NN1'), ('put', 'VVD'), ('a', 'AT0'), ('disappointing', 'AJ0'), ('1991', 'CRD'), ('season', 'NN1'), ('behind', 'PRP'), ('he', 'PNP'), ('with', 'PRP'), ('a', 'AT0'), ('career-b', 'AJS'), ('innings', 'NN0'), ('of', 'PRF'), ('132', 'CRD'), ('for', 'PRP'), ('essex', 'NP0'), ('against', 'PRP'), ('kent', 'NP0'), ('at', 'PRP'), ('chelmsford', 'NP0')]","[('well', 'AV0'), ('still', 'AV0'), (',', 'PUN'), ('the', 'AT0'), ('legspin', 'NN1'), ('that', 'CJT'), ('once', 'AV0'), ('occupy', 'VVN'), ('as', 'CJS'), ('prominent', 'AJ0'), ('a', 'AT0'), ('place', 'NN1'), ('in', 'PRP'), ('he', 'DPS'), ('armoury', 'NN1'), ('as', 'CJS'), ('that', 'DT0'), ('stinging', 'AJ0'), ('blade', 'NN1'), ('be', 'VBZ'), ('gradually', 'AV0'), ('emerge', 'VVG-AJ0'), ('from', 'PRP'), ('hibernation', 'NN1'), ('.', 'PUN')]"
546,I,get_nod,51,F/FR/FRJ,"[('when', 'CJS'), ('i', 'PNP'), ('get', 'VVD'), ('the', 'AT0'), ('nod', 'NN1'), ('that', 'CJT'), ('the', 'AT0'), ('government', 'NN1'), ('be', 'VBD'), ('look', 'VVG'), ('for', 'PRP'), ('ex-army', 'AJ0'), ('officer', 'NN2'), ('to', 'TO0'), ('form', 'VVI'), ('a', 'AT0'), ('new', 'AJ0'), ('force', 'NN1'), ('for', 'PRP'), ('service', 'NN1'), ('in', 'PRP'), ('ireland', 'NP0'), (',', 'PUN'), ('i', 'PNP'), ('tell', 'VVB'), ('you', 'PNP'), (',', 'PUN'), ('eric', 'NP0'), (',', 'PUN'), ('i', 'PNP'), ('think', 'VVD'), ('i', 'DPS'), ('prayer', 'NN2'), ('have', 'VHD'), ('be', 'VBN'), ('answer', 'VVN'), ('.', 'PUN'), ('’', 'PUQ')]","[('‘', 'PUQ'), ('oh', 'ITJ'), (',', 'PUN'), ('yes', 'ITJ'), (',', 'PUN'), ('it', 'PNP'), ('seem', 'VVD'), ('the', 'AT0'), ('very', 'AJ0'), ('thing', 'NN1'), ('.', 'PUN')]","[('‘', 'PUQ'), ('and', 'CJC'), ('have', 'VHD'), ('not', 'XX0'), ('they', 'PNP'), ('be', 'VBN'), ('?', 'PUN'), ('’', 'PUQ')]"
547,I,get_nod,847,F/FS/FSV,"[('in', 'PRP'), ('a', 'AT0'), ('bumper', 'AJ0-NN1'), ('month', 'NN1'), ('stephen', 'NP0'), ('king', 'NP0-NN1'), (""'s"", 'POS'), ('gerald', 'NP0'), (""'s"", 'POS'), ('game', 'NN1'), ('(', 'PUL'), ('nel', 'NP0'), (',', 'PUN'), ('£5.99', 'NN0'), (')', 'PUR'), ('just', 'AV0'), ('about', 'AV0'), ('get', 'VVZ'), ('the', 'AT0'), ('nod', 'NN1'), (',', 'PUN'), ('but', 'CJC'), ('he', 'PNP'), ('be', 'VBZ'), ('hard', 'AV0'), ('press', 'VVN'), ('by', 'PRP'), ('terry', 'NP0'), ('pratchett', 'NP0'), (""'s"", 'POS'), ('late', 'AJS'), ('discworld', 'NN1'), ('paperback', 'NN1'), (',', 'PUN'), ('small', 'NP0'), ('god', 'NN2'), ('(', 'PUL'), ('corgi', 'NP0-NN1'), (',', 'PUN'), ('£4.99', 'NN0'), (')', 'PUR'), ('.', 'PUN')]","[('may', 'NP0')]","[('one', 'CRD'), ('book', 'NN1'), ('be', 'VBZ'), ('not', 'XX0'), ('enough', 'AV0'), ('for', 'PRP'), ('the', 'AT0'), ('inexhaustible', 'AJ0'), ('terry', 'NP0'), (',', 'PUN'), ('so', 'CJS'), ('we', 'PNP'), ('also', 'AV0'), ('have', 'VHB'), ('a', 'AT0'), ('new', 'AJ0'), ('juvenile', 'AJ0-NN1'), ('title', 'NN1'), ('from', 'PRP'), ('he', 'PNP'), (',', 'PUN'), ('johnny', 'NP0'), ('and', 'CJC'), ('the', 'AT0'), ('dead', 'AJ0'), ('(', 'PUL'), ('£9.99', 'NN0'), (')', 'PUR'), ('.', 'PUN')]"
548,L,get_nod,1545,F/FY/FYY,"[('the', 'AT0'), ('pity', 'NN1'), ('of', 'PRF'), ('it', 'PNP'), ('be', 'VBD'), ('that', 'CJT'), ('she', 'PNP'), ('have', 'VHD'), ('not', 'XX0'), ('make', 'VVN'), ('a', 'AT0'), ('big', 'AJC'), ('part', 'NN1'), ('for', 'PRP'), ('herself', 'PNX'), ('in', 'PRP'), ('the', 'AT0'), ('night', 'NN1'), (""'s"", 'POS'), ('scenario', 'NN1'), (';', 'PUN'), ('she', 'PNP'), ('be', 'VBD'), ('get', 'VVG'), ('polite', 'AJ0'), ('nod', 'NN2'), ('and', 'CJC'), ('hello', 'NN2'), ('from', 'PRP'), ('people', 'NN0'), ('that', 'CJT'), ('she', 'PNP'), ('already', 'AV0'), ('know', 'VVD'), ('slightly', 'AV0'), (',', 'PUN'), ('and', 'CJC'), ('curious', 'AJ0'), ('glance', 'NN2'), ('from', 'PRP'), ('most', 'DT0'), ('of', 'PRF'), ('the', 'AT0'), ('other', 'NN2'), ('.', 'PUN')]","[('if', 'CJS'), ('dizzy', 'AJ0'), ('the', 'AT0'), ('prodigal', 'NN1'), ('be', 'VBD'), ('to', 'TO0'), ('be', 'VBI'), ('receive', 'VVN'), ('back', 'AVP'), ('onto', 'PRP'), ('he', 'DPS'), ('family', 'NN1'), (""'s"", 'POS'), ('old', 'AJ0'), ('stamping-ground', 'NN1'), ('without', 'PRP'), ('too', 'AV0'), ('much', 'DT0'), ('in', 'PRP'), ('the', 'AT0'), ('way', 'NN1'), ('of', 'PRF'), ('resentment', 'NN1'), (',', 'PUN'), ('she', 'DPS'), ('own', 'DT0'), ('job', 'NN1'), ('would', 'VM0'), ('be', 'VBI'), ('a', 'AT0'), ('lot', 'NN1'), ('easy', 'AJC'), ('to', 'TO0'), ('carry', 'VVI'), ('off', 'AVP'), ('.', 'PUN')]","[('it', 'PNP'), ('be', 'VBD'), ('as', 'PRP'), ('if', 'CJS'), ('the', 'AT0'), ('estate', 'NN1'), ('and', 'CJC'), ('the', 'AT0'), ('valley', 'NN1'), ('people', 'NN0'), ('be', 'VBD'), ('opposing', 'AJ0-VVG'), ('army', 'NN2'), ('under', 'PRP'), ('truce', 'NN1'), (',', 'PUN'), ('mix', 'VVG'), ('freely', 'AV0'), ('but', 'CJC'), ('still', 'AV0'), ('in', 'PRP'), ('uniform', 'NN1-AJ0'), ('.', 'PUN')]"
549,L,get_nod,2392,H/H8/H86,"[('maxim', 'NP0'), ('look', 'VVD'), ('round', 'AVP'), ('at', 'PRP'), ('he', 'DPS'), ('taxi-driver', 'NN1'), (',', 'PUN'), ('who', 'PNQ'), ('have', 'VHD'), ('park', 'VVN'), ('two', 'CRD'), ('wheel', 'NN2-VVZ'), ('on', 'PRP'), ('the', 'AT0'), ('pavement', 'NN1'), ('with', 'PRP'), ('the', 'AT0'), ('usual', 'AJ0'), ('german', 'AJ0-NN1'), ('disregard', 'NN1-VVB'), ('for', 'PRP'), ('the', 'AT0'), ('tyre', 'NN2'), (',', 'PUN'), ('and', 'CJC'), ('get', 'VVD'), ('a', 'AT0'), ('nod', 'NN1'), ('and', 'CJC'), ('a', 'AT0'), ('rather', 'AV0'), ('strange', 'AJ0'), ('smile', 'NN1'), ('in', 'PRP'), ('return', 'NN1'), ('.', 'PUN')]","[('it', 'PNP'), ('be', 'VBZ'), ('the', 'AT0'), ('third', 'ORD'), ('floor', 'NN1'), ('.', 'PUN'), ('’', 'PUQ')]","[('then', 'AV0'), ('the', 'AT0'), ('driver', 'NN1'), ('hunch', 'VVN'), ('down', 'AVP'), ('with', 'PRP'), ('a', 'AT0'), ('magazine', 'NN1'), (',', 'PUN'), ('the', 'AT0'), ('door', 'NN1'), ('buz', 'VVD'), ('open', 'AJ0'), ('and', 'CJC'), ('maxim', 'NP0'), ('go', 'VVD'), ('in', 'AVP'), ('.', 'PUN')]"
550,I,get_nod,3445,J/J1/J1G,"[('i', 'PNP'), ('doubt', 'VVB'), ('that', 'CJT-DT0'), ('anything', 'PNI'), ('like', 'PRP'), ('this', 'DT0'), ('would', 'VM0'), ('have', 'VHI'), ('happen', 'VVN'), ('in', 'PRP'), ('the', 'AT0'), ('revie', 'NN1-NP0'), ('day', 'NN2'), (',', 'PUN'), ('that', 'DT0'), ('be', 'VBD'), ('a', 'AT0'), ('time', 'NN1'), ('that', 'CJT'), ('leeds', 'NP0'), ('be', 'VBD'), ('truly', 'AV0'), ('consider', 'VVN'), ('champion', 'NN2'), ('and', 'CJC'), ('it', 'PNP'), ('be', 'VBD'), ('leeds', 'NP0'), ('that', 'CJT-DT0'), ('would', 'VM0'), ('be', 'VBI'), ('do', 'VDG'), ('the', 'AT0'), ('‘', 'PUQ'), ('poaching', 'NN1'), ('’', 'PUQ'), ('of', 'PRF'), ('player', 'NN2'), ('as', 'PRP'), ('such', 'DT0'), ('.', 'PUN')]","[('now', 'AV0'), ('of', 'PRF'), ('course', 'NN1'), ('they', 'PNP'), ('will', 'VM0'), ('say', 'VVI'), ('that', 'CJT'), ('they', 'DPS'), ('goal', 'NN1'), ('be', 'VBZ'), ('to', 'TO0'), ('win', 'VVI'), ('but', 'CJC'), ('unfortunately', 'AV0'), ('they', 'DPS'), ('action', 'NN2'), ('do', 'VDB'), ('not', 'XX0'), ('seem', 'VVI'), ('to', 'TO0'), ('reflect', 'VVI'), ('this', 'DT0'), (';', 'PUN'), ('no', 'ITJ'), ('matter', 'VVB-NN1'), ('the', 'AT0'), ('amount', 'NN1'), ('of', 'PRF'), ('money', 'NN1'), ('leeds', 'NP0'), ('need', 'VVZ'), ('to', 'TO0'), ('keep', 'VVI'), ('it', 'DPS'), ('class', 'NN1'), ('player', 'NN2'), ('if', 'CJS'), ('it', 'PNP'), ('want', 'VVZ'), ('to', 'TO0'), ('win', 'VVI'), ('.', 'PUN')]","[('now', 'AV0'), ('leeds', 'NP0'), ('seem', 'VVB'), ('a', 'AT0'), ('little', 'AV0'), ('like', 'PRP'), ('a', 'AT0'), ('farm', 'NN1'), (',', 'PUN'), ('breeding', 'NN1-VVG'), ('quality', 'NN1'), ('player', 'NN2'), ('for', 'PRP'), ('someone', 'PNI'), ('else', 'AV0'), (""'s"", 'POS'), ('team', 'NN1'), ('.', 'PUN')]"
551,I,get_nod,3472,J/J1/J1G,"[('i', 'PNP'), ('would', 'VM0'), ('guess', 'VVI'), ('that', 'CJT-DT0'), ('in', 'PRP'), ('the', 'AT0'), ('fairly', 'AV0'), ('near', 'AJ0'), ('future', 'NN1'), (',', 'PUN'), ('even', 'AV0'), ('jack', 'NP0'), ('walker', 'NP0'), ('will', 'VM0'), ('decide', 'VVI'), ('enough', 'AV0'), ('be', 'VBZ'), ('enough', 'AV0'), ('.', 'PUN')]","[('the', 'AT0'), ('ground', 'NN1'), ('now', 'AV0'), ('compare', 'VVZ'), ('favourably', 'AV0'), ('with', 'PRP'), ('any', 'DT0'), (',', 'PUN'), ('and', 'CJC'), ('remember', 'VVB'), ('every', 'AT0'), ('club', 'NN1'), ('without', 'PRP'), ('a', 'AT0'), ('sugar', 'NN1'), ('daddy', 'NN1'), ('of', 'PRF'), ('endless', 'AJ0'), ('resource', 'NN2'), ('have', 'VHZ'), ('have', 'VHN'), ('to', 'TO0'), ('make', 'VVI'), ('improvement', 'NN2'), ('.', 'PUN')]","[('15', 'CRD'), ('year', 'NN2'), ('ago', 'AV0'), ('blackburn', 'NP0'), ('be', 'VBD'), ('get', 'VVG'), ('similar', 'AJ0'), ('gate', 'NN2'), ('to', 'PRP'), ('watford', 'NP0'), ('and', 'CJC'), ('oxford', 'NP0'), ('.', 'PUN')]"
552,I,get_nod,2309,J/J1/J1H,"[('date', 'NN1-VVB'), (':', 'PUN'), ('mon', 'NP0'), (',', 'PUN'), ('15', 'CRD'), ('nov', 'NP0'), ('93', 'CRD'), ('15:04:43', 'CRD'), ('gmt', 'AV0')]","[('from', 'PRP'), (':', 'PUN')]","[('do', 'VDZ'), ('anyone', 'PNI'), ('know', 'VVI'), ('what', 'DTQ'), ('other', 'AJ0'), ('football', 'NN1'), ('team', 'NN2'), ('be', 'VBB'), ('available', 'AJ0'), ('through', 'PRP'), ('listserv', 'NN1'), ('as', 'CJS'), ('some', 'DT0'), ('of', 'PRF'), ('i', 'DPS'), ('friend', 'NN2'), ('at', 'PRP'), ('uni', 'NP0'), ('want', 'VVB'), ('to', 'TO0'), ('join', 'VVI')]"
553,I,get_nod,561,J/J1/J1H,"[('subject', 'NN1-VVB'), (':', 'PUN'), ('exemplary', 'AJ0'), ('fan', 'NN2')]","[('date', 'NN1-VVB'), (':', 'PUN'), ('wed', 'VVB'), (',', 'PUN'), ('03', 'CRD'), ('nov', 'NP0'), ('1993', 'CRD'), ('14:09:51', 'CRD'), ('+0000', 'CRD')]","[('the', 'AT0'), ('so-called', 'AJ0'), ('‘', 'PUQ'), ('fantastic', 'AJ0'), ('fan', 'NN2'), (',', 'PUN'), ('at', 'PRP'), ('the', 'AT0'), ('theatre', 'NN1'), ('of', 'PRF'), ('dream', 'NN2'), ('’', 'PUQ'), ('be', 'VBB'), ('currently', 'AV0'), ('go', 'VVG'), ('on', 'PRP'), ('the', 'AT0'), ('rampage', 'NN1'), ('in', 'PRP'), ('istanbul', 'NP0'), ('.', 'PUN')]"
554,Q,get_nod,565,J/JA/JAC,"[('and', 'CJC'), ('i', 'PNP'), ('will', 'VM0'), ('obviously', 'AV0'), ('be', 'VBI'), ('correct', 'VVN'), ('on', 'PRP-AVP'), ('that', 'DT0-CJT'), ('if', 'CJS'), ('i', 'PNP'), ('be', 'VBB'), ('er', 'UNC'), ('i', 'PNP'), ('be', 'VBB'), ('get', 'VVG'), ('an', 'AT0'), ('an', 'AT0'), ('affirmative', 'AJ0-NN1'), ('nod', 'NN1'), ('from', 'PRP'), ('mr', 'NP0'), ('potter', 'NP0'), ('.', 'PUN')]","[('i', 'PNP'), ('would', 'VM0'), ('assume', 'VVI'), ('that', 'CJT'), ('the', 'AT0'), ('county', 'NN1'), ('council', 'NN1'), (""'s"", 'POS'), ('assessment', 'NN1'), ('of', 'PRF'), ('need', 'NN1'), ('at', 'PRP'), ('a', 'AT0'), ('hundred', 'CRD'), ('and', 'CJC'), ('twenty', 'CRD'), ('two', 'CRD'), ('hectare', 'NN2'), ('do', 'VDZ'), ('take', 'VVI'), ('cognizance', 'NN1'), ('of', 'PRF'), ('the', 'AT0'), ('s', 'UNC'), ('the', 'AT0'), ('anticipated', 'AJ0'), ('growth', 'NN1'), ('in', 'PRP'), ('housing', 'NN1-VVG'), ('.', 'PUN')]","[('so', 'AV0'), ('erm', 'UNC'), ('on', 'PRP'), ('on', 'PRP'), ('the', 'AT0'), ('basis', 'NN1'), ('on', 'PRP'), ('the', 'AT0'), ('assumption', 'NN1'), ('on', 'PRP'), ('the', 'AT0'), ('assumption', 'NN1'), ('that', 'CJT'), ('you', 'PNP'), ('have', 'VHB'), ('put', 'VVN'), ('to', 'PRP'), ('i', 'PNP'), (',', 'PUN'), ('then', 'AV0'), ('i', 'PNP'), ('would', 'VM0'), ('be', 'VBI'), ('prepared', 'AJ0'), ('to', 'TO0'), ('accept', 'VVI'), ('that', 'CJT'), ('a', 'AT0'), ('hundred', 'CRD'), ('and', 'CJC'), ('twenty', 'CRD'), ('two', 'CRD'), ('hectare', 'NN2'), ('would', 'VM0'), ('be', 'VBI'), ('a', 'AT0'), ('reasonable', 'AJ0'), ('level', 'NN1'), ('.', 'PUN')]"
555,I,get_nod,3408,K/K2/K2D,"[('pauric', 'NP0'), ('kelly', 'NP0'), (',', 'PUN'), ('murt', 'NP0'), ('killea', 'NP0'), ('and', 'CJC'), ('joe', 'NP0'), ('mcgrath', 'NP0'), ('be', 'VBB'), ('under', 'PRP'), ('pressure', 'NN1'), ('to', 'TO0'), ('again', 'AV0'), ('reproduce', 'VVI'), ('they', 'DPS'), ('heroics', 'NN1'), ('of', 'PRF'), ('the', 'AT0'), ('semi-final', 'AJ0-NN1'), ('win', 'NN1-VVB'), ('.', 'PUN')]","[('they', 'PNP'), ('win', 'VVD'), ('against', 'PRP'), ('tipperary', 'NP0'), ('without', 'PRP'), ('ever', 'AV0'), ('put', 'VVG'), ('away', 'AV0'), ('all', 'DT0'), ('the', 'AT0'), ('chance', 'NN2'), ('they', 'PNP'), ('create', 'VVD'), ('.', 'PUN')]","[('michael', 'NP0'), ('mcgrath', 'NP0'), (',', 'PUN'), ('joe', 'NP0'), ('cooney', 'NP0'), (',', 'PUN'), ('michael', 'NP0'), ('coleman', 'NP0'), ('and', 'CJC'), ('gerry', 'NP0'), ('mcinerney', 'NP0'), ('represent', 'VVB'), ('a', 'AT0'), ('huge', 'AJ0'), ('and', 'CJC'), ('rich', 'AJ0'), ('vein', 'NN1'), ('of', 'PRF'), ('experience', 'NN1'), ('.', 'PUN')]"
556,I,get_nod,337,K/K2/K2L,"[('but', 'CJC'), ('ince', 'NP0'), ('insist', 'VVZ'), ('he', 'PNP'), ('be', 'VBZ'), ('fit', 'AJ0'), ('and', 'CJC'), ('be', 'VBZ'), ('hope', 'VVG'), ('to', 'TO0'), ('get', 'VVI'), ('the', 'AT0'), ('nod', 'NN1'), ('from', 'PRP'), ('manager', 'NN1'), ('graham', 'NP0'), ('taylor', 'NP0'), ('for', 'PRP'), ('he', 'DPS'), ('10th', 'ORD'), ('full', 'AJ0'), ('cap', 'NN1'), ('.', 'PUN')]","[('now', 'AV0'), (',', 'PUN'), ('shoulder', 'NN1-VVB'), ('and', 'CJC'), ('back', 'NN1-AJ0'), ('injury', 'NN2'), ('put', 'VVB'), ('he', 'DPS'), ('place', 'NN1'), ('at', 'PRP'), ('risk', 'NN1'), ('for', 'PRP'), ('tomorrow', 'AV0'), (""'s"", 'POS'), ('wembley', 'NP0'), ('world', 'NN1'), ('cup', 'NN1'), ('clash', 'NN1-VVB'), ('against', 'PRP'), ('poland', 'NP0'), ('.', 'PUN')]","[('he', 'PNP'), ('share', 'VVZ'), ('taylor', 'NP0'), (""'s"", 'POS'), ('view', 'NN1'), ('that', 'CJT'), ('england', 'NP0'), ('will', 'VM0'), ('win', 'VVI'), ('and', 'CJC'), ('go', 'VVI'), ('on', 'AVP'), ('to', 'TO0'), ('qualify', 'VVI'), ('for', 'PRP'), ('the', 'AT0'), ('usa', 'NP0'), ('final', 'NN2'), ('.', 'PUN')]"
557,I,get_nod,3195,K/K3/K32,"[('it', 'PNP'), ('be', 'VBD'), ('always', 'AV0'), ('touch', 'NN1'), ('and', 'CJC'), ('go', 'NN1'), ('whether', 'CJS'), ('he', 'PNP'), ('would', 'VM0'), ('be', 'VBI'), ('fit', 'AJ0'), ('to', 'TO0'), ('take', 'VVI'), ('he', 'DPS'), ('place', 'NN1'), (',', 'PUN'), ('and', 'CJC'), ('he', 'PNP'), ('only', 'AV0'), ('get', 'VVD-VVN'), ('the', 'AT0'), ('nod', 'NN1'), ('after', 'PRP'), ('come', 'VVG'), ('through', 'PRP-AVP'), ('a', 'AT0'), ('trial', 'NN1'), ('game', 'NN1'), ('without', 'PRP'), ('any', 'DT0'), ('problem', 'NN2'), ('.', 'PUN')]","[('for', 'PRP'), ('a', 'AT0'), ('number', 'NN1'), ('of', 'PRF'), ('week', 'NN2'), ('he', 'PNP'), ('be', 'VBD'), ('unable', 'AJ0'), ('to', 'TO0'), ('train', 'VVI'), ('with', 'PRP'), ('he', 'DPS'), ('colleague', 'NN2'), (',', 'PUN'), ('but', 'CJC'), ('in', 'PRP'), ('the', 'AT0'), ('past', 'AJ0'), ('fortnight', 'NN1'), ('he', 'PNP'), ('have', 'VHZ'), ('be', 'VBN'), ('able', 'AJ0'), ('to', 'TO0'), ('step', 'VVI'), ('up', 'AVP'), ('he', 'DPS'), ('training', 'NN1'), ('.', 'PUN')]","[('he', 'PNP'), ('say', 'VVD'), (':', 'PUN'), ('‘', 'PUQ'), ('the', 'AT0'), ('selector', 'NN2'), ('show', 'VVD'), ('a', 'AT0'), ('lot', 'NN1'), ('of', 'PRF'), ('faith', 'NN1'), ('in', 'PRP'), ('i', 'PNP'), ('and', 'CJC'), ('give', 'VVD'), ('i', 'PNP'), ('every', 'AT0'), ('chance', 'NN1'), ('to', 'TO0'), ('prove', 'VVI'), ('i', 'DPS'), ('fitness', 'NN1'), ('.', 'PUN')]"
558,I,get_nod,510,K/K4/K45,"[('but', 'CJC'), ('kinsey', 'NP0'), ('defend', 'VVD'), ('he', 'DPS'), ('decision', 'NN1'), ('by', 'PRP'), ('insist', 'VVG'), (':', 'PUN'), ('‘', 'PUQ'), ('i', 'PNP'), ('get', 'VVD'), ('the', 'AT0'), ('nod', 'NN1'), ('from', 'PRP'), ('i', 'DPS'), ('touch', 'NN1'), ('judge', 'NN1-VVB'), ('andy', 'NP0'), ('cole', 'NP0'), ('.', 'PUN'), ('’', 'PUQ')]","[('how', 'AVQ'), ('can', 'VM0'), ('it', 'PNP'), ('be', 'VBI'), ('a', 'AT0'), ('try', 'NN1-VVB'), ('?', 'PUN'), ('’', 'PUQ')]","[('on', 'PRP'), ('the', 'AT0'), ('richards', 'NP0'), ('decision', 'NN1'), (',', 'PUN'), ('kinsey', 'NP0'), ('explain', 'VVD'), (':', 'PUN'), ('‘', 'PUQ'), ('he', 'PNP'), ('be', 'VBD'), ('prevent', 'VVG'), ('release', 'NN1'), ('of', 'PRF'), ('the', 'AT0'), ('ball', 'NN1'), ('.', 'PUN')]"
559,I,get_nod,9670,K/K9/K97,"[('however', 'AV0'), (',', 'PUN'), ('i', 'PNP'), ('believe', 'VVB'), ('hooper', 'NP0'), ('will', 'VM0'), ('get', 'VVI'), ('the', 'AT0'), ('nod', 'NN1'), ('.', 'PUN')]","[('james', 'NP0'), (',', 'PUN'), ('who', 'PNQ'), ('have', 'VHZ'), ('still', 'AV0'), ('to', 'TO0'), ('keep', 'VVI'), ('a', 'AT0'), ('clean', 'AJ0'), ('sheet', 'NN1'), (',', 'PUN'), ('would', 'VM0'), ('be', 'VBI'), ('disappointed', 'AJ0'), ('to', 'TO0'), ('be', 'VBI'), ('overlook', 'VVN'), (',', 'PUN'), ('but', 'CJC'), ('he', 'PNP'), ('have', 'VHZ'), ('the', 'AT0'), ('confidence', 'NN1'), ('and', 'CJC'), ('the', 'AT0'), ('talent', 'NN1'), ('to', 'TO0'), ('establish', 'VVI'), ('himself', 'PNX'), ('at', 'PRP'), ('anfield', 'NP0'), ('.', 'PUN')]","[('he', 'PNP'), ('tell', 'VVD'), ('the', 'AT0'), ('echo', 'NN1'), ('today', 'AV0'), (':', 'PUN'), ('‘', 'PUQ'), ('i', 'PNP'), ('have', 'VHB'), ('be', 'VBN'), ('do', 'VDG'), ('really', 'AV0'), ('well', 'AV0'), ('over', 'PRP-AVP'), ('the', 'AT0'), ('last', 'ORD'), ('month', 'NN1'), (',', 'PUN'), ('play', 'VVG'), ('probably', 'AV0'), ('the', 'AT0'), ('good', 'AJS'), ('football', 'NN1'), ('of', 'PRF'), ('i', 'DPS'), ('life', 'NN1'), ('.', 'PUN')]"
