,Usage,Idiom,SenenceNo,Location,Sentence,SentenceBefore,SentenceAfter
91,I,blow_trumpet,61,C/CA/CAL,"[('BOOKS', 'SUBST'), ('37', 'ADJ')]","[('Kirsty', 'SUBST'), ('Milne', 'SUBST'), ('wishes', 'VERB'), ('that', 'CONJ'), ('the', 'ART'), ('BBC', 'SUBST'), ('arts', 'SUBST'), ('department', 'SUBST'), ('would', 'VERB'), ('blow', 'VERB'), ('its', 'PRON'), ('own', 'ADJ'), ('trumpet', 'SUBST')]","[('Words', 'SUBST'), ('without', 'PREP'), ('end', 'SUBST')]"
92,L,blow_trumpet,244,C/CC/CC9,"[('‘', 'PUQ'), ('But', 'CONJ'), ('if', 'CONJ'), ('the', 'ART'), ('watchman', 'SUBST'), ('sees', 'VERB'), ('the', 'ART'), ('sword', 'SUBST'), ('coming', 'VERB'), ('and', 'CONJ'), ('does', 'VERB'), ('not', 'ADV'), ('blow', 'VERB'), ('the', 'ART'), ('trumpet', 'SUBST'), ('to', 'PREP'), ('warn', 'VERB'), ('the', 'ART'), ('people', 'SUBST'), ('…', 'PUN')]","[('Judges', 'SUBST'), ('2', 'ADJ'), ('v', 'SUBST'), ('13–14', 'UNC'), ('.', 'PUN')]","[('I', 'PRON'), ('will', 'VERB'), ('hold', 'VERB'), ('the', 'ART'), ('watchman', 'SUBST'), ('accountable', 'ADJ'), ('’', 'PUQ'), ('Ezekiel', 'SUBST'), ('33', 'ADJ'), ('v', 'SUBST'), ('6', 'ADJ'), ('.', 'PUN')]"
93,I,blow_trumpet,889,C/CC/CCE,"[('For', 'PREP'), ('too', 'ADV'), ('long', 'ADV'), ('we', 'PRON'), ('Christians', 'SUBST'), ('have', 'VERB'), ('heard', 'VERB'), ('the', 'ART'), ('modern', 'ADJ'), ('world', 'SUBST'), ('blowing', 'VERB'), ('its', 'PRON'), ('own', 'ADJ'), ('trumpet', 'SUBST'), ('.', 'PUN')]","[('But', 'CONJ'), ('we', 'PRON'), ('must', 'VERB'), ('beware', 'VERB'), ('of', 'PREP'), ('cynicism', 'SUBST'), ('.', 'PUN')]","[('Yes', 'INTERJ'), (',', 'PUN'), ('it', 'PRON'), ('is', 'VERB'), ('true', 'ADV'), ('that', 'ADV'), ('much', 'ADJ'), ('has', 'VERB'), ('been', 'VERB'), ('gained', 'VERB'), (',', 'PUN'), ('but', 'CONJ'), ('we', 'PRON'), ('need', 'VERB'), ('to', 'PREP'), ('understand', 'VERB'), ('from', 'PREP'), ('the', 'ART'), ('perspective', 'SUBST'), ('of', 'PREP'), ('pre-modern', 'ADJ'), ('rural', 'ADJ'), ('England', 'SUBST'), ('some', 'ADJ'), ('of', 'PREP'), ('the', 'ART'), ('things', 'SUBST'), ('that', 'CONJ'), ('have', 'VERB'), ('been', 'VERB'), ('lost', 'VERB'), ('.', 'PUN')]"
94,L,blow_trumpet,1785,C/CD/CD8,"[('Next', 'ADJ'), ('morning', 'SUBST'), (',', 'PUN'), ('the', 'ART'), ('trumpets', 'SUBST'), ('were', 'VERB'), ('blown', 'VERB'), ('at', 'PREP'), ('the', 'ART'), ('North', 'SUBST'), ('Gate', 'SUBST'), ('and', 'CONJ'), ('the', 'ART'), ('Knight', 'SUBST'), ('Marischal', 'SUBST'), (""'s"", 'UNC'), ('banner', 'SUBST'), ('hoisted', 'VERB'), (',', 'PUN'), ('with', 'PREP'), ('shouted', 'ADJ'), ('demands', 'SUBST'), ('for', 'PREP'), ('King', 'SUBST'), ('Edward', 'SUBST'), ('to', 'PREP'), ('appear', 'VERB'), ('.', 'PUN')]","[('The', 'ART'), ('point', 'SUBST'), ('about', 'PREP'), ('his', 'PRON'), ('vulnerability', 'SUBST'), ('over', 'PREP'), ('his', 'PRON'), ('son', 'SUBST'), ('was', 'VERB'), ('not', 'ADV'), ('mentioned', 'VERB'), ('specifically', 'ADV'), (';', 'PUN'), ('but', 'CONJ'), ('they', 'PRON'), ('learned', 'VERB'), ('that', 'CONJ'), ('in', 'PREP'), ('fact', 'SUBST'), ('that', 'CONJ'), ('youth', 'SUBST'), ('was', 'VERB'), ('not', 'ADV'), ('the', 'ART'), ('only', 'ADJ'), ('hostage', 'SUBST'), (',', 'PUN'), ('for', 'CONJ'), ('Edward', 'SUBST'), ('had', 'VERB'), ('subsequently', 'ADV'), ('demanded', 'VERB'), ('that', 'CONJ'), ('a', 'ART'), ('selection', 'SUBST'), ('of', 'PREP'), ('the', 'ART'), ('citizenry', 'SUBST'), ('be', 'VERB'), ('yielded', 'VERB'), ('up', 'ADV'), ('also', 'ADV'), (',', 'PUN'), ('including', 'PREP'), ('some', 'ADJ'), ('mere', 'ADJ'), ('children', 'SUBST'), ('.', 'PUN')]","[('That', 'ADJ'), ('monarch', 'SUBST'), ('was', 'VERB'), ('undoubtedly', 'ADV'), ('comfortably', 'ADV'), ('ensconced', 'VERB'), ('up', 'ADV'), ('in', 'PREP'), ('Berwick', 'SUBST'), ('Castle', 'SUBST'), (',', 'PUN'), ('but', 'CONJ'), ('after', 'CONJ'), ('some', 'ADJ'), ('delay', 'VERB'), ('the', 'ART'), ('Earl', 'SUBST'), ('of', 'PREP'), ('Salisbury', 'SUBST'), ('did', 'VERB'), ('arrive', 'VERB'), (',', 'PUN'), ('with', 'PREP'), ('heralds', 'SUBST'), (',', 'PUN'), ('and', 'CONJ'), ('was', 'VERB'), ('informed', 'VERB'), ('that', 'CONJ'), ('he', 'PRON'), ('could', 'VERB'), ('advance', 'VERB'), ('safely', 'ADV'), ('to', 'PREP'), ('near', 'VERB'), ('the', 'ART'), ('walling', 'SUBST'), ('.', 'PUN')]"
95,I,blow_trumpet,1736,C/CH/CHA,"[('We', 'PRON'), ('think', 'VERB'), ('we', 'PRON'), (""'re"", 'VERB'), ('ace', 'ADJ'), ('and', 'CONJ'), ('so', 'ADV'), ('do', 'VERB'), ('you', 'PRON'), (',', 'PUN'), ('it', 'PRON'), ('appears', 'VERB'), ('.', 'PUN')]","[('And', 'CONJ'), ('we', 'PRON'), (""'ll"", 'VERB'), ('blow', 'VERB'), ('our', 'PRON'), ('own', 'ADJ'), ('trumpet', 'SUBST'), ('somewhere', 'ADV'), ('else', 'ADV'), ('and', 'CONJ'), ('sometime', 'ADV'), ('else', 'ADV'), ('.', 'PUN')]","[('Neil', 'SUBST'), ('Spencer', 'SUBST'), ('provides', 'VERB'), ('the', 'ART'), ('perfect', 'ADJ'), ('concluding', 'ADJ'), ('sound-bite', 'SUBST'), ('.', 'PUN')]"
96,L,blow_trumpet,898,C/CM/CM4,"[('A', 'ART'), ('band', 'SUBST'), ('in', 'PREP'), ('gold-braided', 'ADJ'), ('uniforms', 'SUBST'), ('blew', 'VERB'), ('long', 'ADJ'), ('brass', 'SUBST'), ('trumpets', 'SUBST'), ('.', 'PUN')]","[('Several', 'ADJ'), ('hundred', 'ADJ'), ('loyal', 'ADJ'), ('troopers', 'SUBST'), ('stood', 'VERB'), ('to', 'PREP'), ('attention', 'SUBST'), ('.', 'PUN')]","[('Lesser', 'ADJ'), ('lords', 'SUBST'), ('and', 'CONJ'), ('bodyguards', 'SUBST'), ('thronged', 'VERB'), ('two', 'ADJ'), ('reviewing', 'VERB'), ('stands', 'SUBST'), ('.', 'PUN')]"
97,I,blow_trumpet,91,C/CS/CSM,"[('The', 'ART'), ('unit', 'SUBST'), (',', 'PUN'), ('which', 'PRON'), ('does', 'VERB'), ('all', 'ADV'), ('of', 'PREP'), ('the', 'ART'), ('firm', 'SUBST'), (""'s"", 'UNC'), ('Unix', 'SUBST'), ('porting', 'VERB'), ('work', 'SUBST'), (',', 'PUN'), ('will', 'VERB'), ('start', 'VERB'), ('to', 'PREP'), ('blow', 'VERB'), ('its', 'PRON'), ('own', 'ADJ'), ('trumpet', 'SUBST'), ('in', 'PREP'), ('the', 'ART'), ('new', 'ADJ'), ('year', 'SUBST'), ('when', 'ADV'), ('the', 'ART'), ('latest', 'ADJ'), ('workflow', 'SUBST'), ('automation', 'SUBST'), ('techniques', 'SUBST'), ('in', 'PREP'), ('its', 'PRON'), ('client/server', 'SUBST'), ('and', 'CONJ'), ('Unix', 'SUBST'), ('software', 'SUBST'), ('will', 'VERB'), ('be', 'VERB'), ('on', 'PREP'), ('parade', 'SUBST'), ('.', 'PUN')]","[('Only', 'ADV'), ('seven', 'ADJ'), ('positions', 'SUBST'), ('will', 'VERB'), ('be', 'VERB'), ('lost', 'VERB'), ('in', 'PREP'), ('the', 'ART'), ('UK', 'SUBST'), (',', 'PUN'), ('and', 'CONJ'), ('the', 'ART'), ('235-strong', 'ADJ'), ('Bristol-based', 'ADJ'), ('operation', 'SUBST'), ('says', 'VERB'), ('it', 'PRON'), (""'ll"", 'VERB'), ('break', 'VERB'), ('out', 'ADV'), ('its', 'PRON'), ('year-end', 'ADJ'), ('figures', 'SUBST'), ('from', 'PREP'), ('overall', 'ADJ'), ('Dun', 'SUBST'), ('&', 'CONJ'), ('Bradstreet', 'SUBST'), ('Software', 'SUBST'), ('numbers', 'SUBST'), ('for', 'PREP'), ('the', 'ART'), ('first', 'ADJ'), ('time', 'SUBST'), ('on', 'PREP'), ('December', 'SUBST'), ('11', 'ADJ'), ('.', 'PUN')]","[('D&B', 'UNC'), ('Software', 'SUBST'), ('came', 'VERB'), ('into', 'PREP'), ('being', 'VERB'), ('in', 'PREP'), ('1990', 'ADJ'), ('from', 'PREP'), ('the', 'ART'), ('merger', 'SUBST'), ('of', 'PREP'), ('McCormack', 'SUBST'), ('&', 'CONJ'), ('Dodge', 'SUBST'), ('and', 'CONJ'), ('Management', 'SUBST'), ('Science', 'SUBST'), ('America', 'SUBST'), (',', 'PUN'), ('mainframe', 'SUBST'), ('software', 'SUBST'), ('rivals', 'SUBST'), ('.', 'PUN')]"
98,I,blow_trumpet,57,C/CT/CTM,"[('However', 'ADV'), (',', 'PUN'), ('by', 'PREP'), ('the', 'ART'), ('end', 'SUBST'), ('of', 'PREP'), ('July', 'SUBST'), (',', 'PUN'), ('Pyramid', 'SUBST'), ('will', 'VERB'), ('be', 'VERB'), ('blowing', 'VERB'), ('its', 'PRON'), ('own', 'ADJ'), ('trumpet', 'SUBST'), ('again', 'ADV'), (',', 'PUN'), ('announcing', 'VERB'), ('the', 'ART'), ('top-end', 'ADJ'), ('systems', 'SUBST'), ('which', 'PRON'), ('Olivetti', 'SUBST'), ('has', 'VERB'), ('already', 'ADV'), ('shown', 'VERB'), ('—', 'PUN'), ('with', 'PREP'), ('a', 'ART'), ('maximum', 'SUBST'), ('24', 'ADJ'), ('R3000', 'UNC'), ('processors', 'SUBST'), (',', 'PUN'), ('two', 'ADJ'), ('on', 'PREP'), ('each', 'ADJ'), ('board', 'SUBST'), ('—', 'PUN'), ('as', 'PREP'), ('the', 'ART'), ('ES', 'SUBST'), ('server', 'SUBST'), ('line', 'SUBST'), ('(', 'PUL'), ('UX', 'SUBST'), ('No', 'SUBST'), ('386', 'ADJ'), (')', 'PUR'), ('.', 'PUN')]","[('Pyramid', 'SUBST'), ('Technology', 'SUBST'), ('Corp', 'SUBST'), (',', 'PUN'), ('Mountain', 'SUBST'), ('View', 'SUBST'), (',', 'PUN'), ('California', 'SUBST'), (',', 'PUN'), ('has', 'VERB'), ('been', 'VERB'), ('taking', 'VERB'), ('something', 'PRON'), ('of', 'PREP'), ('a', 'ART'), ('backseat', 'SUBST'), ('role', 'SUBST'), ('in', 'PREP'), ('telling', 'VERB'), ('the', 'ART'), ('world', 'SUBST'), ('about', 'PREP'), ('its', 'PRON'), ('newest', 'ADJ'), ('developments', 'SUBST'), ('lately', 'ADV'), (':', 'PUN'), ('most', 'ADV'), ('recently', 'ADV'), ('Ing', 'VERB'), ('C', 'SUBST'), ('Olivetti', 'SUBST'), ('&', 'CONJ'), ('Co', 'SUBST'), ('SpA', 'SUBST'), ('was', 'VERB'), ('left', 'VERB'), ('to', 'PREP'), ('deliver', 'VERB'), ('Pyramid', 'SUBST'), (""'s"", 'UNC'), ('latest', 'ADJ'), ('MIPS', 'SUBST'), ('Computer', 'SUBST'), ('Systems', 'SUBST'), ('Inc-based', 'SUBST'), ('R3000', 'UNC'), ('and', 'CONJ'), ('R400MP', 'UNC'), ('siblings', 'SUBST'), ('at', 'PREP'), ('its', 'PRON'), ('bash', 'SUBST'), ('in', 'PREP'), ('Rome', 'SUBST'), ('a', 'ART'), ('couple', 'SUBST'), ('of', 'PREP'), ('weeks', 'SUBST'), ('ago', 'ADV'), ('(', 'PUL'), ('UX', 'SUBST'), ('No', 'SUBST'), ('390', 'ADJ'), (')', 'PUR'), ('.', 'PUN')]","[('The', 'ART'), ('ES', 'SUBST'), ('range', 'SUBST'), ('effectively', 'ADV'), ('doubles', 'VERB'), ('the', 'ART'), ('power', 'SUBST'), ('of', 'PREP'), ('Pyramid', 'SUBST'), (""'s"", 'UNC'), ('existing', 'ADJ'), ('top-end', 'ADJ'), ('MIServers', 'SUBST'), ('which', 'PRON'), ('come', 'VERB'), ('with', 'PREP'), ('up', 'ADV'), ('to', 'PREP'), ('12', 'ADJ'), ('R3000s', 'UNC'), ('.', 'PUN')]"
99,Q,blow_trumpet,752,E/EB/EB6,"[('CJ', 'SUBST'), ('does', 'VERB'), (""n't"", 'ADV'), ('need', 'VERB'), ('to', 'PREP'), ('blow', 'VERB'), ('his', 'PRON'), ('own', 'ADJ'), ('trumpet', 'SUBST'), ('!', 'PUN')]","[('The', 'ART'), ('New', 'SUBST'), ('Zealand', 'SUBST'), ('Story', 'SUBST'), ('(', 'PUL'), ('The', 'ART'), ('Hit', 'SUBST'), ('Squad', 'SUBST'), (')', 'PUR'), ('8%', 'SUBST')]","[('The', 'ART'), ('best', 'ADJ'), ('original', 'ADJ'), ('budget', 'SUBST'), ('game', 'SUBST'), ('for', 'PREP'), ('some', 'ADJ'), ('time', 'SUBST'), ('fends', 'VERB'), ('off', 'ADV'), ('some', 'ADJ'), ('classy', 'ADJ'), ('re-releases', 'SUBST'), ('.', 'PUN')]"
100,I,blow_trumpet,18,E/ED/ED1,"[('Blowing', 'VERB'), ('your', 'PRON'), ('own', 'ADJ'), ('trumpet', 'SUBST'), ('is', 'VERB'), (""n't"", 'ADV'), ('a', 'ART'), ('very', 'ADV'), ('British', 'ADJ'), ('thing', 'SUBST'), ('to', 'PREP'), ('do', 'VERB'), (',', 'PUN'), ('so', 'CONJ'), ('we', 'PRON'), (""'ll"", 'VERB'), ('have', 'VERB'), ('to', 'PREP'), ('blame', 'VERB'), ('it', 'PRON'), ('on', 'PREP'), ('our', 'PRON'), ('Germanic', 'ADJ'), ('streak', 'SUBST'), (',', 'PUN'), ('but', 'CONJ'), ('GTF', 'SUBST'), ('really', 'ADV'), ('are', 'VERB'), ('incredibly', 'ADV'), ('efficient', 'ADJ'), ('.', 'PUN')]","[('And', 'CONJ'), ('if', 'CONJ'), ('you', 'PRON'), ('want', 'VERB'), ('peace', 'SUBST'), ('and', 'CONJ'), ('quiet', 'ADJ'), ('without', 'PREP'), ('any', 'ADJ'), ('crowds', 'SUBST'), (',', 'PUN'), ('we', 'PRON'), ('can', 'VERB'), ('also', 'ADV'), ('tell', 'VERB'), ('you', 'PRON'), ('when', 'ADV'), ('to', 'PREP'), ('stay', 'VERB'), ('away', 'ADV'), ('!', 'PUN')]","[('We', 'PRON'), (""'d"", 'VERB'), ('even', 'ADV'), ('go', 'VERB'), ('so', 'ADV'), ('far', 'ADV'), ('as', 'CONJ'), ('throwing', 'VERB'), ('modesty', 'SUBST'), ('to', 'PREP'), ('the', 'ART'), ('wind', 'SUBST'), (',', 'PUN'), ('and', 'CONJ'), ('say', 'VERB'), ('you', 'PRON'), ('wo', 'VERB'), (""n't"", 'ADV'), ('find', 'VERB'), ('better', 'ADJ'), ('value', 'SUBST'), ('for', 'PREP'), ('money', 'SUBST'), ('holidays', 'SUBST'), ('or', 'CONJ'), ('flights', 'SUBST'), ('anywhere', 'ADV'), ('else', 'ADV'), ('.', 'PUN')]"
101,I,blow_trumpet,1109,E/ED/EDU,"[('Merseyside', 'SUBST'), ('can', 'VERB'), ('not', 'ADV'), ('blow', 'VERB'), ('a', 'ART'), ('national', 'ADJ'), ('trumpet', 'SUBST'), ('.', 'PUN')]","[('They', 'PRON'), ('are', 'VERB'), ('luckier', 'ADJ'), ('than', 'CONJ'), (',', 'PUN'), ('say', 'VERB'), (',', 'PUN'), ('Merseyside', 'SUBST'), (',', 'PUN'), ('which', 'PRON'), ('can', 'VERB'), ('mobilise', 'VERB'), ('in', 'PREP'), ('defence', 'SUBST'), ('of', 'PREP'), ('the', 'ART'), ('equally', 'ADV'), ('or', 'CONJ'), ('more', 'ADV'), ('hard-hit', 'VERB'), ('local', 'ADJ'), ('interest', 'SUBST'), ('only', 'ADV'), ('the', 'ART'), ('memory', 'SUBST'), ('of', 'PREP'), ('the', 'ART'), ('Beatles', 'SUBST'), (',', 'PUN'), ('of', 'PREP'), ('generations', 'SUBST'), ('of', 'PREP'), ('Scouse', 'SUBST'), ('comedians', 'SUBST'), ('and', 'CONJ'), ('the', 'ART'), ('proud', 'ADJ'), ('tradition', 'SUBST'), ('of', 'PREP'), ('its', 'PRON'), ('rival', 'ADJ'), ('football', 'SUBST'), ('teams', 'SUBST'), (',', 'PUN'), ('while', 'CONJ'), ('taking', 'VERB'), ('care', 'SUBST'), ('to', 'PREP'), ('keep', 'VERB'), ('away', 'ADV'), ('from', 'PREP'), ('anything', 'PRON'), ('that', 'CONJ'), ('reminds', 'VERB'), ('its', 'PRON'), ('inhabitants', 'SUBST'), ('too', 'ADV'), ('obviously', 'ADV'), ('of', 'PREP'), ('the', 'ART'), ('divisive', 'ADJ'), ('colours', 'SUBST'), ('Orange', 'SUBST'), ('and', 'CONJ'), ('Green', 'ADJ'), ('.', 'PUN')]","[('Cornwall', 'SUBST'), ('can', 'VERB'), ('.', 'PUN')]"
102,Q,blow_trumpet,122,F/FB/FBH,"[('I', 'PRON'), ('hope', 'VERB'), ('by', 'PREP'), ('sharing', 'VERB'), ('the', 'ART'), ('struggle', 'SUBST'), ('and', 'CONJ'), ('vision', 'SUBST'), ('of', 'PREP'), ('the', 'ART'), ('people', 'SUBST'), ('in', 'PREP'), ('both', 'ADJ'), ('‘', 'PUQ'), ('worlds', 'SUBST'), ('’', 'PUQ'), (',', 'PUN'), ('that', 'CONJ'), ('more', 'ADJ'), ('people', 'SUBST'), ('will', 'VERB'), ('be', 'VERB'), ('inspired', 'VERB'), ('to', 'PREP'), ('‘', 'PUQ'), ('blow', 'VERB'), ('the', 'ART'), ('trumpet', 'SUBST'), ('’', 'PUQ'), ('which', 'PRON'), ('will', 'VERB'), ('one', 'ADJ'), ('day', 'SUBST'), ('sound', 'VERB'), ('the', 'ART'), ('tune', 'SUBST'), ('for', 'PREP'), ('the', 'ART'), ('march', 'SUBST'), ('of', 'PREP'), ('humanity', 'SUBST'), ('into', 'PREP'), ('progress', 'SUBST'), ('.', 'PUN')]","[('A', 'ART'), ('system', 'SUBST'), ('which', 'PRON'), ('has', 'VERB'), ('the', 'ART'), ('intelligence', 'SUBST'), ('to', 'PREP'), ('acknowledge', 'VERB'), ('that', 'CONJ'), ('people', 'SUBST'), ('are', 'VERB'), ('more', 'ADJ'), ('than', 'CONJ'), ('just', 'ADV'), ('a', 'ART'), ('bag', 'SUBST'), ('of', 'PREP'), ('bones', 'SUBST'), ('dressed', 'VERB'), ('up', 'ADV'), ('in', 'PREP'), ('a', 'ART'), ('birthday', 'SUBST'), ('suit', 'SUBST'), ('and', 'CONJ'), ('that', 'ADJ'), ('ill-health', 'SUBST'), ('is', 'VERB'), ('not', 'ADV'), ('only', 'ADV'), ('caused', 'VERB'), ('by', 'PREP'), ('biological', 'ADJ'), ('factors', 'SUBST'), (',', 'PUN'), ('but', 'CONJ'), ('social', 'ADJ'), (',', 'PUN'), ('political', 'ADJ'), (',', 'PUN'), ('economic', 'ADJ'), ('and', 'CONJ'), ('environmental', 'ADJ'), ('ones', 'SUBST'), ('as', 'CONJ'), ('well', 'ADV'), ('.', 'PUN')]","[('My', 'PRON'), ('own', 'ADJ'), ('community', 'SUBST')]"
103,L,blow_trumpet,522,F/FN/FNS,"[('Then', 'ADV'), ('the', 'ART'), ('White', 'ADJ'), ('Rabbit', 'SUBST'), ('blew', 'VERB'), ('his', 'PRON'), ('trumpet', 'SUBST'), ('three', 'ADJ'), ('times', 'SUBST'), (',', 'PUN'), ('and', 'CONJ'), ('called', 'VERB'), ('out', 'ADV'), (',', 'PUN'), ('‘', 'PUQ'), ('First', 'ADJ'), ('witness', 'SUBST'), ('!', 'PUN'), ('’', 'PUQ')]","[('Some', 'ADJ'), ('of', 'PREP'), ('the', 'ART'), ('jurymen', 'SUBST'), ('were', 'VERB'), ('animals', 'SUBST'), (',', 'PUN'), ('and', 'CONJ'), ('the', 'ART'), ('others', 'SUBST'), ('were', 'VERB'), ('birds', 'SUBST'), ('.', 'PUN')]","[('The', 'ART'), ('first', 'ADJ'), ('witness', 'SUBST'), ('was', 'VERB'), ('the', 'ART'), ('Hatter', 'SUBST'), ('.', 'PUN')]"
104,I,blow_trumpet,714,F/FX/FXT,"[('While', 'CONJ'), ('we', 'PRON'), (""'re"", 'VERB'), ('promoting', 'VERB'), ('my', 'PRON'), ('own', 'ADJ'), ('show', 'SUBST'), ('and', 'CONJ'), ('blowing', 'VERB'), ('my', 'PRON'), ('own', 'ADJ'), ('trumpet', 'SUBST'), (',', 'PUN'), ('er', 'UNC'), ('this', 'ADJ'), ('afternoon', 'SUBST'), ('Jenny', 'SUBST'), ('is', 'VERB'), ('on', 'ADV'), ('for', 'PREP'), ('my', 'PRON'), ('for', 'PREP'), ('me', 'PRON'), ('this', 'ADJ'), ('afternoon', 'SUBST'), ('.', 'PUN')]","[('It', 'PRON'), (""'s"", 'VERB'), ('nine', 'ADJ'), ('sixteen', 'ADJ'), (',', 'PUN'), ('that', 'ADJ'), (""'s"", 'VERB'), ('Gabrielle', 'SUBST'), ('and', 'CONJ'), ('dreams', 'SUBST'), ('.', 'PUN')]","[('And', 'CONJ'), ('er', 'UNC'), ('if', 'CONJ'), ('you', 'PRON'), ('call', 'VERB'), ('up', 'ADV'), ('the', 'ART'), ('program', 'SUBST'), ('or', 'CONJ'), ('fax', 'VERB'), ('in', 'ADV'), ('for', 'PREP'), ('whatever', 'PRON'), ('reason', 'SUBST'), (',', 'PUN'), ('then', 'ADV'), ('you', 'PRON'), ('can', 'VERB'), ('get', 'VERB'), ('yourself', 'PRON'), ('a', 'ART'), ('free', 'ADJ'), ('afternoon', 'SUBST'), ('pack', 'SUBST'), ('.', 'PUN')]"
105,I,blow_trumpet,461,G/G5/G5K,"[('We', 'PRON'), (""'ve"", 'VERB'), ('often', 'ADV'), ('met', 'VERB'), ('people', 'SUBST'), ('like', 'PREP'), ('that', 'ADJ'), ('who', 'PRON'), ('blow', 'VERB'), ('their', 'PRON'), ('trumpet', 'SUBST'), ('er', 'UNC'), ('pretending', 'VERB'), ('they', 'PRON'), ('were', 'VERB'), ('somebody', 'PRON'), ('else', 'ADV')]","[('To', 'PREP'), ('the', 'ART'), ('ancient', 'ADJ'), ('moralists', 'SUBST'), ('the', 'ART'), ('Allazon', 'SUBST'), ('was', 'VERB'), ('the', 'ART'), ('man', 'SUBST'), ('who', 'PRON'), ('laid', 'VERB'), ('claim', 'SUBST'), ('to', 'PREP'), ('possessions', 'SUBST'), ('and', 'CONJ'), ('to', 'PREP'), ('achievements', 'SUBST'), ('which', 'PRON'), ('did', 'VERB'), ('not', 'ADV'), ('belong', 'VERB'), ('to', 'PREP'), ('him', 'PRON'), ('in', 'PREP'), ('order', 'SUBST'), ('to', 'PREP'), ('exalt', 'VERB'), ('himself', 'PRON'), ('more', 'ADV'), ('.', 'PUN')]","[('The', 'ART'), ('Allazon', 'SUBST'), ('is', 'VERB'), ('the', 'ART'), ('braggart', 'SUBST'), ('.', 'PUN')]"
106,Q,blow_trumpet,2354,H/H7/H7E,"[('Most', 'ADJ'), ('were', 'VERB'), ('reluctant', 'ADJ'), (',', 'PUN'), ('defensive', 'ADJ'), (',', 'PUN'), ('or', 'CONJ'), ('simply', 'ADV'), ('hesitant', 'ADJ'), ('to', 'PREP'), ('blow', 'VERB'), ('their', 'PRON'), ('own', 'ADJ'), ('trumpet', 'SUBST'), ('.', 'PUN')]","[('She', 'PRON'), ('was', 'VERB'), ('also', 'ADV'), ('one', 'ADJ'), ('of', 'PREP'), ('the', 'ART'), ('few', 'ADJ'), ('Salvationists', 'SUBST'), ('to', 'PREP'), ('see', 'VERB'), ('the', 'ART'), ('need', 'SUBST'), ('and', 'CONJ'), ('value', 'SUBST'), ('of', 'PREP'), ('the', 'ART'), ('media', 'SUBST'), ('.', 'PUN')]","[('Eva', 'SUBST'), ('was', 'VERB'), ('more', 'ADV'), ('used', 'ADJ'), ('to', 'PREP'), ('making', 'VERB'), ('her', 'PRON'), ('presence', 'SUBST'), ('felt', 'VERB'), ('.', 'PUN')]"
107,I,blow_trumpet,4,H/HC/HC1,"[('It', 'PRON'), (""'s"", 'VERB'), ('for', 'PREP'), ('this', 'ADJ'), ('reason', 'SUBST'), ('I', 'PRON'), (""'ve"", 'VERB'), ('gone', 'VERB'), ('against', 'PREP'), ('my', 'PRON'), ('initial', 'ADJ'), ('instinct', 'SUBST'), ('not', 'ADV'), ('to', 'PREP'), ('blow', 'VERB'), ('our', 'PRON'), ('own', 'ADJ'), ('trumpet', 'SUBST'), ('on', 'PREP'), ('this', 'ADJ'), ('at', 'PREP'), ('the', 'ART'), ('risk', 'SUBST'), ('of', 'PREP'), ('provoking', 'VERB'), ('more', 'ADV'), ('‘', 'PUQ'), ('bad', 'ADJ'), ('loser', 'SUBST'), ('’', 'PUQ'), ('comments', 'SUBST'), ('from', 'PREP'), ('certain', 'ADJ'), ('people', 'SUBST'), ('(', 'PUL'), ('and', 'CONJ'), ('let', 'VERB'), ('me', 'PRON'), ('stress', 'VERB'), ('I', 'PRON'), ('do', 'VERB'), (""n't"", 'ADV'), ('mean', 'VERB'), ('the', 'ART'), ('runners-up', 'SUBST'), (')', 'PUR'), ('communicated', 'VERB'), ('to', 'PREP'), ('me', 'PRON'), ('.', 'PUN')]","[('One', 'ADJ'), ('of', 'PREP'), ('the', 'ART'), ('particular', 'ADJ'), ('benefits', 'SUBST'), ('of', 'PREP'), ('receiving', 'VERB'), ('such', 'ADJ'), ('an', 'ART'), ('accolade', 'SUBST'), ('as', 'CONJ'), ('Scotmedia', 'SUBST'), ('Magazine', 'SUBST'), (""'s"", 'UNC'), ('Best', 'ADJ'), ('Scottish', 'ADJ'), ('Business', 'SUBST'), ('Magazine', 'SUBST'), ('1993', 'ADJ'), ('is', 'VERB'), ('that', 'CONJ'), ('it', 'PRON'), ('gives', 'VERB'), ('the', 'ART'), ('chance', 'SUBST'), ('to', 'PREP'), ('pay', 'VERB'), ('tribute', 'SUBST'), ('to', 'PREP'), ('the', 'ART'), ('hard', 'ADJ'), ('work', 'SUBST'), ('of', 'PREP'), ('the', 'ART'), ('people', 'SUBST'), ('you', 'PRON'), ('see', 'VERB'), ('listed', 'VERB'), ('in', 'PREP'), ('the', 'ART'), ('blue', 'ADJ'), ('panel', 'SUBST'), ('adjacent', 'ADJ'), ('to', 'PREP'), ('this', 'ADJ'), ('as', 'ADV'), ('well', 'ADV'), ('as', 'CONJ'), ('of', 'PREP'), ('the', 'ART'), ('contributors', 'SUBST'), ('and', 'CONJ'), ('others', 'SUBST'), ('instrumental', 'ADJ'), ('in', 'PREP'), ('our', 'PRON'), ('success', 'SUBST'), ('.', 'PUN')]","[('Ho-hum', 'SUBST'), (',', 'PUN'), ('I', 'PRON'), ('can', 'VERB'), ('take', 'VERB'), ('it', 'PRON'), ('.', 'PUN')]"
