,Usage,Idiom,SenenceNo,Location,Sentence,SentenceBefore,SentenceAfter
167,L,blow_whistle,819,E/EF/EFJ,"[('Leaning', 'VERB'), ('out', 'ADV'), ('of', 'PREP'), ('the', 'ART'), ('window', 'SUBST'), (',', 'PUN'), ('just', 'ADV'), ('before', 'CONJ'), ('the', 'ART'), ('guard', 'SUBST'), ('blew', 'VERB'), ('his', 'PRON'), ('whistle', 'SUBST'), (',', 'PUN'), ('she', 'PRON'), ('said', 'VERB'), ('in', 'PREP'), ('a', 'ART'), ('desperate', 'ADJ'), ('voice', 'SUBST'), (',', 'PUN'), ('‘', 'PUQ'), ('My', 'PRON'), ('darlings', 'SUBST'), (',', 'PUN'), ('my', 'PRON'), ('darlings', 'SUBST'), (',', 'PUN'), ('you', 'PRON'), ('are', 'VERB'), ('happy', 'ADJ'), ('here', 'ADV'), (',', 'PUN'), ('are', 'VERB'), (""n't"", 'ADV'), ('you', 'PRON'), ('?', 'PUN'), ('’', 'PUQ'), ('and', 'CONJ'), ('Carrie', 'SUBST'), ('was', 'VERB'), ('more', 'ADV'), ('than', 'CONJ'), ('frightened', 'ADJ'), ('then', 'ADV'), (';', 'PUN'), ('she', 'PRON'), ('was', 'VERB'), ('terrified', 'ADJ'), ('.', 'PUN')]","[('Only', 'ADV'), ('at', 'PREP'), ('the', 'ART'), ('last', 'ADJ'), ('minute', 'SUBST'), (',', 'PUN'), ('at', 'PREP'), ('the', 'ART'), ('station', 'SUBST'), (',', 'PUN'), ('did', 'VERB'), ('she', 'PRON'), ('seem', 'VERB'), ('sad', 'ADJ'), ('again', 'ADV'), ('.', 'PUN')]","[('Terrified', 'VERB'), ('that', 'CONJ'), ('Nick', 'SUBST'), ('would', 'VERB'), ('say', 'VERB'), ('no', 'INTERJ'), (',', 'PUN'), ('he', 'PRON'), ('was', 'VERB'), (""n't"", 'ADV'), ('happy', 'ADJ'), ('at', 'PREP'), ('all', 'ADJ'), (',', 'PUN'), ('and', 'CONJ'), ('that', 'CONJ'), ('their', 'PRON'), ('mother', 'SUBST'), ('would', 'VERB'), ('get', 'VERB'), ('out', 'ADV'), ('of', 'PREP'), ('the', 'ART'), ('train', 'SUBST'), ('and', 'CONJ'), ('go', 'VERB'), ('back', 'ADV'), ('to', 'PREP'), ('the', 'ART'), ('house', 'SUBST'), ('and', 'CONJ'), ('pack', 'VERB'), ('their', 'PRON'), ('things', 'SUBST'), ('and', 'CONJ'), ('take', 'VERB'), ('them', 'PRON'), ('away', 'ADV'), ('.', 'PUN')]"
168,L,blow_whistle,716,F/F9/F9M,"[('Ghetto', 'SUBST'), ('people', 'SUBST'), ('luv', 'VERB'), ('dem', 'PRON'), ('dat', 'ADJ'), ('is', 'VERB'), ('why', 'ADV'), ('dem', 'PRON'), ('blow', 'VERB'), ('a', 'ART'), ('whistle', 'SUBST'), (',', 'PUN')]","[('Yuppies', 'SUBST'), ('do', 'VERB'), ('not', 'ADV'), ('like', 'VERB'), ('dem', 'PRON'), ('cause', 'CONJ'), ('dey', 'PRON'), ('say', 'VERB'), ('dere', 'UNC'), ('superficial', 'ADJ')]","[('When', 'CONJ'), ('dey', 'PRON'), ('blow', 'VERB'), ('a', 'ART'), ('whistle', 'SUBST'), ('it', 'PRON'), (""'s"", 'VERB'), ('because', 'CONJ'), ('dey', 'PRON'), ('dig', 'VERB'), ('de', 'ART'), ('style', 'SUBST')]"
169,L,blow_whistle,717,F/F9/F9M,"[('When', 'CONJ'), ('dey', 'PRON'), ('blow', 'VERB'), ('a', 'ART'), ('whistle', 'SUBST'), ('it', 'PRON'), (""'s"", 'VERB'), ('because', 'CONJ'), ('dey', 'PRON'), ('dig', 'VERB'), ('de', 'ART'), ('style', 'SUBST')]","[('Ghetto', 'SUBST'), ('people', 'SUBST'), ('luv', 'VERB'), ('dem', 'PRON'), ('dat', 'ADJ'), ('is', 'VERB'), ('why', 'ADV'), ('dem', 'PRON'), ('blow', 'VERB'), ('a', 'ART'), ('whistle', 'SUBST'), (',', 'PUN')]","[('A', 'ART'), ('rapper', 'SUBST'), ('mus', 'VERB'), ('be', 'VERB'), ('open', 'ADV'), ('minded', 'VERB'), ('an', 'CONJ'), ('quite', 'ADV'), ('versatile', 'ADJ')]"
170,L,blow_whistle,1151,F/FE/FEV,"[('The', 'ART'), ('low', 'ADJ'), ('rumble', 'SUBST'), ('of', 'PREP'), ('a', 'ART'), ('juggernaut', 'SUBST'), ('seems', 'VERB'), ('to', 'PREP'), ('vibrate', 'VERB'), ('all', 'ADV'), ('around', 'PREP'), ('us', 'PRON'), ('but', 'CONJ'), ('we', 'PRON'), ('can', 'VERB'), ('immediately', 'ADV'), ('turn', 'VERB'), ('towards', 'PREP'), ('a', 'ART'), ('high-pitched', 'ADJ'), ('sound', 'SUBST'), (',', 'PUN'), ('such', 'ADJ'), ('as', 'PREP'), ('whistle', 'SUBST'), ('being', 'VERB'), ('blown', 'VERB'), ('.', 'PUN')]","[('We', 'PRON'), ('can', 'VERB'), ('sense', 'VERB'), ('this', 'ADJ'), ('even', 'ADV'), ('among', 'PREP'), ('the', 'ART'), ('narrow', 'ADJ'), ('range', 'SUBST'), ('of', 'PREP'), ('sounds', 'SUBST'), ('that', 'CONJ'), ('we', 'PRON'), ('can', 'VERB'), ('hear', 'VERB'), ('.', 'PUN')]","[('The', 'ART'), ('ability', 'SUBST'), ('to', 'PREP'), ('accurately', 'ADV'), ('locate', 'VERB'), ('a', 'ART'), ('noise', 'SUBST'), ('is', 'VERB'), ('particularly', 'ADV'), ('important', 'ADJ'), ('for', 'PREP'), ('the', 'ART'), ('animals', 'SUBST'), ('which', 'PRON'), ('use', 'VERB'), ('sound', 'SUBST'), ('to', 'PREP'), ('find', 'VERB'), ('their', 'PRON'), ('way', 'SUBST'), ('around', 'ADV'), ('.', 'PUN')]"
171,L,blow_whistle,182,F/FR/FRC,"[('So', 'ADV'), ('they', 'PRON'), ('knew', 'VERB'), ('her', 'PRON'), ('name', 'SUBST'), ('and', 'CONJ'), ('it', 'PRON'), ('was', 'VERB'), ('all', 'ADV'), ('right', 'ADV'), ('.', 'PUN')]","[('But', 'CONJ'), ('the', 'ART'), ('boy', 'SUBST'), ('said', 'VERB'), (':', 'PUN'), ('‘', 'PUQ'), ('You', 'PRON'), (""'ll"", 'VERB'), ('be', 'VERB'), ('Melanie', 'SUBST'), ('.', 'PUN'), ('’', 'PUQ')]","[('She', 'PRON'), ('saw', 'VERB'), ('his', 'PRON'), ('mouth', 'SUBST'), ('moving', 'VERB'), (';', 'PUN'), ('he', 'PRON'), ('was', 'VERB'), ('still', 'ADV'), ('talking', 'VERB'), ('but', 'CONJ'), ('a', 'ART'), ('train', 'SUBST'), ('was', 'VERB'), ('blowing', 'VERB'), ('its', 'PRON'), ('whistle', 'SUBST'), ('and', 'CONJ'), ('drowned', 'VERB'), ('his', 'PRON'), ('voice', 'SUBST'), (',', 'PUN'), ('which', 'PRON'), ('was', 'VERB'), ('extremely', 'ADV'), ('soft', 'ADJ'), ('.', 'PUN')]"
172,I,blow_whistle,330,F/FT/FT9,"[('It', 'PRON'), ('is', 'VERB'), ('time', 'SUBST'), ('some', 'ADJ'), ('people', 'SUBST'), ('got', 'VERB'), ('out', 'ADV'), ('of', 'PREP'), ('it', 'PRON'), ('.', 'PUN'), ('’', 'PUQ')]","[('This', 'ADJ'), ('game', 'SUBST'), ('is', 'VERB'), ('too', 'ADV'), ('good', 'ADJ'), ('to', 'PREP'), ('be', 'VERB'), ('spoilt', 'VERB'), ('.', 'PUN')]","[('Warner', 'SUBST'), ('and', 'CONJ'), ('Palairet', 'SUBST'), ('were', 'VERB'), ('too', 'ADV'), ('taken', 'VERB'), ('aback', 'ADV'), ('to', 'PREP'), ('reply', 'VERB'), ('.', 'PUN')]"
173,L,blow_whistle,211,F/FY/FY0,"[('We', 'PRON'), ('used', 'VERB'), ('t', 'UNC'), ('er', 'UNC'), ('we', 'PRON'), ('used', 'VERB'), ('whistle', 'SUBST'), (',', 'PUN'), ('we', 'PRON'), ('used', 'VERB'), ('to', 'PREP'), ('blow', 'VERB'), ('this', 'ADJ'), ('whistle', 'SUBST'), ('and', 'CONJ'), ('tell', 'VERB'), ('him', 'PRON'), ('what', 'PRON'), ('material', 'SUBST'), ('we', 'PRON'), ('wanted', 'VERB'), (',', 'PUN'), ('do', 'VERB'), ('you', 'PRON'), ('see', 'VERB'), ('?', 'PUN')]","[('And', 'CONJ'), ('er', 'UNC'), ('tt', 'INTERJ'), ('there', 'PRON'), ('used', 'VERB'), ('to', 'PREP'), ('be', 'VERB'), ('whistle', 'SUBST'), (',', 'PUN'), ('you', 'PRON'), ('know', 'VERB'), (',', 'PUN'), ('like', 'PREP'), ('a', 'ART'), ('telephone', 'SUBST'), ('is', 'VERB'), ('?', 'PUN')]","[('And', 'CONJ'), ('that', 'CONJ'), ('were', 'VERB'), ('exciting', 'ADJ'), ('.', 'PUN')]"
174,L,blow_whistle,2200,G/GU/GUD,"[('If', 'CONJ'), ('you', 'PRON'), ('want', 'VERB'), ('to', 'PREP'), ('be', 'VERB'), ('out', 'ADV'), ('on', 'PREP'), ('that', 'ADJ'), ('pitch', 'SUBST'), ('when', 'CONJ'), ('the', 'ART'), ('referee', 'SUBST'), ('blows', 'VERB'), ('his', 'PRON'), ('whistle', 'SUBST'), (',', 'PUN'), ('you', 'PRON'), (""'d"", 'VERB'), ('better', 'ADV'), ('do', 'VERB'), ('it', 'PRON'), ('now', 'ADV'), ('.', 'PUN'), ('’', 'PUQ')]","[('But', 'CONJ'), ('be', 'VERB'), ('sure', 'ADJ'), ('of', 'PREP'), ('one', 'ADJ'), ('thing', 'SUBST'), ('.', 'PUN')]","[('‘', 'PUQ'), ('Andy', 'SUBST'), ('.', 'PUN')]"
175,I,blow_whistle,1250,G/GV/GVD,"[('This', 'ADJ'), ('use', 'SUBST'), ('assumes', 'VERB'), ('the', 'ART'), ('importance', 'SUBST'), ('of', 'PREP'), ('student', 'SUBST'), ('impressions', 'SUBST'), (',', 'PUN'), ('but', 'CONJ'), ('not', 'ADV'), ('their', 'PRON'), ('absolute', 'ADJ'), ('truth', 'SUBST'), (';', 'PUN'), ('it', 'PRON'), ('offers', 'VERB'), ('opportunity', 'SUBST'), ('and', 'CONJ'), ('incentives', 'SUBST'), ('for', 'PREP'), ('self-development', 'SUBST'), (',', 'PUN'), ('but', 'CONJ'), ('no', 'ART'), ('direct', 'ADJ'), ('penalties', 'SUBST'), (';', 'PUN'), ('and', 'CONJ'), ('it', 'PRON'), ('provides', 'VERB'), ('a', 'ART'), ('mechanism', 'SUBST'), ('for', 'PREP'), ('students', 'SUBST'), ('to', 'PREP'), ('blow', 'VERB'), ('the', 'ART'), ('whistle', 'SUBST'), ('if', 'CONJ'), ('problems', 'SUBST'), ('move', 'VERB'), ('outside', 'PREP'), ('the', 'ART'), ('range', 'SUBST'), ('of', 'PREP'), ('acceptability', 'SUBST'), ('.', 'PUN')]","[('Thus', 'ADV'), ('an', 'ART'), ('attempt', 'SUBST'), ('is', 'VERB'), ('made', 'VERB'), ('to', 'PREP'), ('harness', 'VERB'), ('data', 'SUBST'), ('from', 'PREP'), ('course', 'SUBST'), ('perception', 'SUBST'), ('questionnaires', 'SUBST'), ('to', 'PREP'), ('assist', 'VERB'), ('in', 'PREP'), ('the', 'ART'), ('self-development', 'SUBST'), ('of', 'PREP'), ('staff', 'SUBST'), ('.', 'PUN')]","[('The', 'ART'), ('difficulties', 'SUBST'), ('associated', 'VERB'), ('with', 'PREP'), ('questionnaires', 'SUBST'), ('are', 'VERB'), ('usually', 'ADV'), ('also', 'ADV'), ('applicable', 'ADJ'), ('to', 'PREP'), ('rating', 'VERB'), ('scales', 'SUBST'), ('.', 'PUN')]"
176,I,blow_whistle,1758,G/GV/GVL,"[('If', 'CONJ'), ('they', 'PRON'), ('had', 'VERB'), ('worked', 'VERB'), ('on', 'PREP'), ('me', 'PRON'), ('enough', 'ADV'), (',', 'PUN'), ('I', 'PRON'), (""'d"", 'VERB'), ('have', 'VERB'), ('blown', 'VERB'), ('the', 'ART'), ('whistle', 'SUBST'), ('on', 'PREP'), ('myself', 'PRON'), ('for', 'PREP'), ('the', 'ART'), ('Lindbergh', 'SUBST'), ('kidnapping', 'SUBST'), (',', 'PUN'), ('the', 'ART'), ('bombing', 'SUBST'), ('of', 'PREP'), ('Pearl', 'SUBST'), ('Harbor', 'SUBST'), (',', 'PUN'), ('the', 'ART'), ('Cleveland', 'SUBST'), ('Torso', 'SUBST'), ('slayings', 'SUBST'), (',', 'PUN'), ('betraying', 'VERB'), ('West', 'SUBST'), ('Point', 'SUBST'), ('to', 'PREP'), ('the', 'ART'), ('British', 'ADJ'), (',', 'PUN'), ('fixing', 'VERB'), ('the', 'ART'), ('1919', 'ADJ'), ('World', 'SUBST'), ('Series', 'SUBST'), ('and', 'CONJ'), ('souring', 'VERB'), ('all', 'ADJ'), ('the', 'ART'), ('milk', 'SUBST'), ('in', 'PREP'), ('Salem', 'SUBST'), (',', 'PUN'), ('Massachusetts', 'SUBST'), ('.', 'PUN')]","[('This', 'ADJ'), ('team', 'SUBST'), ('could', 'VERB'), ('have', 'VERB'), ('persuaded', 'VERB'), ('the', 'ART'), ('Pope', 'SUBST'), ('to', 'PREP'), ('confess', 'VERB'), ('that', 'CONJ'), ('Judas', 'SUBST'), ('Iscariot', 'SUBST'), ('had', 'VERB'), ('been', 'VERB'), ('framed', 'VERB'), ('by', 'PREP'), ('George', 'SUBST'), ('Washington', 'SUBST'), (',', 'PUN'), ('and', 'CONJ'), ('that', 'CONJ'), ('Jesus', 'SUBST'), ('H.', 'SUBST'), ('Christ', 'SUBST'), ('had', 'VERB'), ('let', 'VERB'), ('Huey', 'SUBST'), (',', 'PUN'), ('Dewey', 'SUBST'), ('and', 'CONJ'), ('Louie', 'SUBST'), ('take', 'VERB'), ('the', 'ART'), ('rap', 'SUBST'), ('for', 'PREP'), ('the', 'ART'), ('St', 'SUBST'), ('Valentine', 'SUBST'), (""'s"", 'UNC'), ('Day', 'SUBST'), ('Massacre', 'SUBST'), ('.', 'PUN')]","[('But', 'CONJ'), ('I', 'PRON'), ('had', 'VERB'), ('decided', 'VERB'), ('that', 'CONJ'), ('I', 'PRON'), ('was', 'VERB'), (""n't"", 'ADV'), ('going', 'VERB'), ('to', 'PREP'), ('wear', 'VERB'), ('the', 'ART'), ('arrow', 'SUBST'), ('suit', 'SUBST'), ('for', 'PREP'), ('Truro', 'SUBST'), ('Daine', 'SUBST'), ('.', 'PUN')]"
177,I,blow_whistle,446,G/GW/GW9,"[('‘', 'PUQ'), ('Most', 'ADJ'), ('people', 'SUBST'), ('assumed', 'VERB'), ('it', 'PRON'), ('was', 'VERB'), ('the', 'ART'), ('Iranians', 'SUBST'), ('who', 'PRON'), ('blew', 'VERB'), ('the', 'ART'), ('whistle', 'SUBST'), ('on', 'PREP'), ('North', 'SUBST'), (',', 'PUN'), ('McFarlane', 'SUBST'), ('and', 'CONJ'), ('Poindexter', 'SUBST'), (',', 'PUN'), ('’', 'PUQ'), ('Coleman', 'SUBST'), ('says', 'VERB'), ('.', 'PUN')]","[('On', 'PREP'), ('25', 'ADJ'), ('November', 'SUBST'), ('1986', 'ADJ'), (',', 'PUN'), ('he', 'PRON'), ('fired', 'VERB'), ('North', 'SUBST'), (',', 'PUN'), ('accepted', 'VERB'), ('the', 'ART'), ('resignation', 'SUBST'), ('of', 'PREP'), ('Rear-Admiral', 'SUBST'), ('John', 'SUBST'), ('Poindexter', 'SUBST'), (',', 'PUN'), ('McFarlane', 'SUBST'), (""'s"", 'UNC'), ('successor', 'SUBST'), ('as', 'PREP'), ('National', 'ADJ'), ('Security', 'SUBST'), ('Adviser', 'SUBST'), (',', 'PUN'), ('and', 'CONJ'), ('spent', 'VERB'), ('the', 'ART'), ('rest', 'SUBST'), ('of', 'PREP'), ('his', 'PRON'), ('administration', 'SUBST'), ('trying', 'VERB'), ('to', 'PREP'), ('dodge', 'VERB'), ('the', 'ART'), ('political', 'ADJ'), ('fallout', 'SUBST'), ('from', 'PREP'), ('Irangate', 'SUBST'), ('.', 'PUN')]","[('‘', 'PUQ'), ('Some', 'ADJ'), ('even', 'ADV'), ('said', 'VERB'), ('it', 'PRON'), ('was', 'VERB'), ('the', 'ART'), ('Russians', 'SUBST'), ('who', 'PRON'), ('leaked', 'VERB'), ('the', 'ART'), ('story', 'SUBST'), ('after', 'PREP'), ('the', 'ART'), ('failure', 'SUBST'), ('of', 'PREP'), ('the', 'ART'), ('Reykjavik', 'SUBST'), ('summit', 'SUBST'), ('.', 'PUN')]"
178,I,blow_whistle,2446,H/H0/H06,"[('Professor', 'SUBST'), ('Philip', 'SUBST'), ('James', 'SUBST'), ('was', 'VERB'), ('chairman', 'SUBST'), ('of', 'PREP'), ('the', 'ART'), ('NACNE', 'SUBST'), ('report', 'SUBST'), ('and', 'CONJ'), ('he', 'PRON'), ('also', 'ADV'), ('chaired', 'VERB'), ('the', 'ART'), ('WHO', 'SUBST'), ('report', 'SUBST'), ('.', 'PUN')]","[('But', 'CONJ'), ('according', 'VERB'), ('to', 'PREP'), ('several', 'ADJ'), ('experts', 'SUBST'), (',', 'PUN'), ('we', 'PRON'), ('have', 'VERB'), ('not', 'ADV'), ('gone', 'VERB'), ('far', 'ADV'), ('enough', 'ADV'), ('.', 'PUN')]","[('‘', 'PUQ'), ('The', 'ART'), ('British', 'ADJ'), ('diet', 'SUBST'), ('has', 'VERB'), ('started', 'VERB'), ('to', 'PREP'), ('change', 'VERB'), (',', 'PUN'), ('but', 'CONJ'), ('a', 'ART'), ('far', 'ADV'), ('greater', 'ADJ'), ('rate', 'SUBST'), ('of', 'PREP'), ('progress', 'SUBST'), ('can', 'VERB'), ('be', 'VERB'), ('achieved', 'VERB'), ('if', 'CONJ'), ('we', 'PRON'), ('now', 'ADV'), ('shift', 'VERB'), ('to', 'PREP'), ('a', 'ART'), ('positive', 'ADJ'), ('message', 'SUBST'), ('about', 'PREP'), ('what', 'PRON'), ('to', 'PREP'), ('eat', 'VERB'), (',', 'PUN'), ('rather', 'ADV'), ('than', 'CONJ'), ('going', 'VERB'), ('down', 'PREP'), ('the', 'ART'), ('old', 'ADJ'), ('road', 'SUBST'), ('of', 'PREP'), ('saying', 'SUBST'), ('do', 'VERB'), (""n't"", 'ADV'), ('eat', 'VERB'), ('certain', 'ADJ'), ('foods', 'SUBST'), ('.', 'PUN')]"
179,I,blow_whistle,2204,H/H8/H86,"[('‘', 'PUQ'), ('The', 'ART'), ('party', 'SUBST'), ('got', 'VERB'), ('a', 'ART'), ('new', 'ADJ'), ('Kreisleiter', 'SUBST'), ('who', 'PRON'), ('did', 'VERB'), (""n't"", 'ADV'), ('dig', 'VERB'), ('music', 'SUBST'), ('and', 'CONJ'), ('was', 'VERB'), (""n't"", 'ADV'), ('going', 'VERB'), ('to', 'PREP'), ('have', 'VERB'), ('any', 'ADJ'), ('damned', 'ADJ'), ('Commie', 'SUBST'), ('subverting', 'VERB'), ('his', 'PRON'), ('cabbages', 'SUBST'), (',', 'PUN'), ('so', 'CONJ'), ('he', 'PRON'), ('blew', 'VERB'), ('the', 'ART'), ('whistle', 'SUBST'), ('.', 'PUN')]","[('‘', 'PUQ'), ('What', 'PRON'), ('went', 'VERB'), ('wrong', 'ADJ'), ('?', 'PUN'), ('’', 'PUQ')]","[('Mina', 'SUBST'), ('got', 'VERB'), ('the', 'ART'), ('tip-off', 'SUBST'), ('just', 'ADV'), ('in', 'PREP'), ('time', 'SUBST'), ('and', 'CONJ'), ('they', 'PRON'), ('became', 'VERB'), ('U-boats', 'SUBST'), (',', 'PUN'), ('went', 'VERB'), ('underground', 'ADV'), ('.', 'PUN')]"
180,L,blow_whistle,132,H/H9/H9U,"[('After', 'PREP'), ('a', 'ART'), ('minute', 'SUBST'), ('somebody', 'PRON'), ('blew', 'VERB'), ('a', 'ART'), ('whistle', 'SUBST'), (',', 'PUN'), ('and', 'CONJ'), ('we', 'PRON'), ('all', 'ADJ'), ('rushed', 'VERB'), ('to', 'PREP'), ('the', 'ART'), ('door', 'SUBST'), ('.', 'PUN')]","[('In', 'PREP'), ('the', 'ART'), ('darkness', 'SUBST'), ('I', 'PRON'), ('heard', 'VERB'), ('someone', 'PRON'), ('moving', 'VERB'), ('very', 'ADV'), ('quietly', 'ADV'), ('to', 'PREP'), ('the', 'ART'), ('door', 'SUBST'), ('.', 'PUN')]","[('I', 'PRON'), ('had', 'VERB'), ('no', 'ART'), ('idea', 'SUBST'), ('who', 'PRON'), ('was', 'VERB'), ('‘', 'PUQ'), ('Smee', 'SUBST'), ('’', 'PUQ'), ('.', 'PUN')]"
181,L,blow_whistle,135,H/HE/HEM,"[('And', 'CONJ'), ('maybe', 'ADV'), ('we', 'PRON'), (""'d"", 'VERB'), ('be', 'VERB'), ('oh', 'INTERJ'), ('a', 'ART'), ('long', 'ADJ'), ('distance', 'SUBST'), ('away', 'ADV'), ('from', 'PREP'), ('the', 'ART'), ('school', 'SUBST'), ('when', 'CONJ'), ('we', 'PRON'), ('heard', 'VERB'), ('the', 'ART'), ('schoolmaster', 'SUBST'), ('blowing', 'VERB'), ('the', 'ART'), ('whistle', 'SUBST'), ('.', 'PUN')]","[('And', 'CONJ'), ('all', 'ADJ'), ('the', 'ART'), ('rest', 'SUBST'), ('of', 'PREP'), ('use', 'SUBST'), ('would', 'VERB'), ('be', 'VERB'), ('hounds', 'SUBST'), ('chasing', 'VERB'), ('after', 'PREP'), ('him', 'PRON'), ('.', 'PUN')]","[('And', 'CONJ'), ('we', 'PRON'), (""'d"", 'VERB'), ('be', 'VERB'), ('pouting', 'VERB'), ('away', 'ADV'), ('and', 'CONJ'), ('arriving', 'VERB'), ('about', 'ADV'), ('five', 'ADJ'), ('minutes', 'SUBST'), ('past', 'PREP'), ('one', 'ADJ'), ('and', 'CONJ'), ('then', 'ADV'), ('we', 'PRON'), (""'d"", 'VERB'), ('be', 'VERB'), ('in', 'ADV'), ('for', 'PREP'), ('trouble', 'SUBST'), ('then', 'ADV'), ('.', 'PUN')]"
182,L,blow_whistle,204,H/HH/HHE,"[('No', 'ART'), ('sooner', 'ADV'), ('was', 'VERB'), ('I', 'ADJ'), ('off', 'PREP'), ('the', 'ART'), ('train', 'SUBST'), ('than', 'CONJ'), ('the', 'ART'), ('guard', 'SUBST'), ('blew', 'VERB'), ('the', 'ART'), ('whistle', 'SUBST'), ('and', 'CONJ'), ('the', 'ART'), ('train', 'SUBST'), ('started', 'VERB'), ('and', 'CONJ'), ('I', 'PRON'), ('had', 'VERB'), ('to', 'PREP'), ('run', 'VERB'), ('for', 'PREP'), ('it', 'PRON'), ('.', 'PUN')]","[('I', 'PRON'), ('was', 'VERB'), ('informed', 'VERB'), ('by', 'PREP'), ('a', 'ART'), ('normally', 'ADV'), ('respectable', 'ADJ'), ('member', 'SUBST'), ('of', 'PREP'), ('the', 'ART'), ('Gwili', 'ADJ'), ('Board', 'SUBST'), ('that', 'CONJ'), ('I', 'PRON'), ('was', 'VERB'), ('wanted', 'VERB'), ('on', 'PREP'), ('the', 'ART'), ('telephone', 'SUBST'), ('in', 'PREP'), ('the', 'ART'), ('shop', 'SUBST'), ('.', 'PUN')]","[('After', 'CONJ'), ('this', 'ADJ'), ('humorous', 'ADJ'), ('start', 'SUBST'), ('the', 'ART'), ('party', 'SUBST'), ('went', 'VERB'), ('from', 'PREP'), ('strength', 'SUBST'), ('to', 'PREP'), ('strength', 'SUBST'), ('.', 'PUN')]"
183,I,blow_whistle,10660,H/HH/HHW,"[('Despite', 'PREP'), ('the', 'ART'), ('much-vaunted', 'ADJ'), ('claims', 'SUBST'), ('of', 'PREP'), ('Conservative', 'SUBST'), ('and', 'CONJ'), ('Labour', 'ADJ'), ('Members', 'SUBST'), ('about', 'PREP'), ('their', 'PRON'), ('faith', 'SUBST'), ('in', 'PREP'), ('competition', 'SUBST'), (',', 'PUN'), ('it', 'PRON'), ('is', 'VERB'), ('interesting', 'ADJ'), ('that', 'CONJ'), ('a', 'ART'), ('truly', 'ADV'), ('radical', 'ADJ'), ('step', 'SUBST'), ('to', 'PREP'), ('introduce', 'VERB'), ('competition', 'SUBST'), ('into', 'PREP'), ('the', 'ART'), ('privatised', 'ADJ'), ('utilities', 'SUBST'), ('has', 'VERB'), ('yet', 'ADV'), ('to', 'PREP'), ('come', 'VERB'), ('.', 'PUN')]","[('Several', 'ADJ'), ('more', 'ADJ'), ('pieces', 'SUBST'), ('of', 'PREP'), ('legislation', 'SUBST'), ('will', 'VERB'), ('have', 'VERB'), ('to', 'PREP'), ('be', 'VERB'), ('enacted', 'VERB'), ('before', 'CONJ'), ('there', 'PRON'), ('is', 'VERB'), ('effective', 'ADJ'), ('competition', 'SUBST'), ('or', 'CONJ'), ('regulation', 'SUBST'), ('within', 'PREP'), ('the', 'ART'), ('privatised', 'ADJ'), ('industries', 'SUBST'), ('.', 'PUN')]","[('Last', 'ADJ'), ('week', 'SUBST'), (',', 'PUN'), ('the', 'ART'), ('Liberal', 'ADJ'), ('Democrats', 'SUBST'), ('published', 'VERB'), ('proposals', 'SUBST'), ('for', 'PREP'), ('breaking', 'VERB'), ('up', 'ADV'), ('British', 'ADJ'), ('Telecom', 'SUBST'), ('into', 'PREP'), ('a', 'ART'), ('number', 'SUBST'), ('of', 'PREP'), ('components', 'SUBST'), ('to', 'PREP'), ('provide', 'VERB'), ('effective', 'ADJ'), ('and', 'CONJ'), ('proper', 'ADJ'), ('competition', 'SUBST'), (',', 'PUN'), ('and', 'CONJ'), ('create', 'VERB'), ('regional', 'ADJ'), ('corporate', 'ADJ'), ('headquarters', 'SUBST'), ('of', 'PREP'), ('benefit', 'SUBST'), ('to', 'PREP'), ('our', 'PRON'), ('regions', 'SUBST'), (',', 'PUN'), ('which', 'PRON'), ('find', 'VERB'), ('that', 'CONJ'), ('massive', 'ADJ'), ('monopolies', 'SUBST'), ('concentrate', 'VERB'), ('their', 'PRON'), ('headquarters', 'SUBST'), ('elsewhere', 'ADV'), ('in', 'PREP'), ('the', 'ART'), ('country', 'SUBST'), ('—', 'PUN'), ('by', 'PREP'), ('definition', 'SUBST'), (',', 'PUN'), ('in', 'PREP'), ('one', 'ADJ'), ('place', 'SUBST'), ('.', 'PUN')]"
